Subject age	Gender	Race	State	Method of death	Disposition	Date of Death	Year	Col 9
34.	Male	Unknown race	RI	Gunshot	Unreported	July 27, 2007	2007	
28.	Male	European-American/White	WA		Unreported	July 27, 2007	2007	
65.	Male	Unknown race	MA	Gunshot	Unreported	July 3, 2007	2007	
35.	Male	African-American/Black	CT	Gunshot	Justified	January 31, 2008	2008	
47.	Male	African-American/Black	CA	Gunshot	Unreported	January 4, 2008	2008	
33.	Male	European-American/White	NV	Taser	Excusable	January 4, 2008	2008	
26.	Female	African-American/Black	OH	Gunshot	Officer charge with and acquitted of two misdemeanors	January 4, 2008	2008	
25.	Male	Unknown race	NY	Gunshot	Unreported	January 5, 2008	2008	
31	Male	European-American/White	NV	Gunshot	Justified	January 7, 2008	2008	
28	Male	African-American/Black	GA	Gunshot	Unknown	July 15, 2008	2008	
24	Male	European-American/White	AR	Gunshot	Unknown	July 16, 2008	2008	
39.	Male	European-American/White	NY	Gunshot	Unreported	July 17, 2008	2008	
21.	Male	Mixed	CA	Gunshot	Justified	July 19, 2008	2008	
47.	Male	European-American/White	FL	Gunshot	Justified	July 22, 2008	2008	
36.	Male	European-American/White	NY	Gunshot	Justified	July 22, 2008	2008	
27.	Male	Mixed	CA	Gunshot	Unknown	July 25, 2008	2008	
32.	Male	European-American/White	MS	Gunshot	Justified	February 24, 2008	2008	
25.	Male	Hispanic/Latino	CA	Gunshot	Unreported	February 27, 2008	2008	
22.	Male	Hispanic/Latino	CA	Gunshot	Unreported	February 29, 2008	2008	
28.	Male	African-American/Black	NV	Gunshot	Justified	February 6, 2008	2008	
28	Male	Unknown race	GA	Gunshot	Unknown	February 7, 2008	2008	
20.	Male	Hispanic/Latino	CA	Gunshot	Justified	February 7, 2008	2008	
31.	Male	Unknown race	OR	Gunshot	Unreported	February 9, 2008	2008	
29.	Male	African-American/Black	NY	Gunshot	Unreported	January 1, 2008	2008	
29.	Male	European-American/White	MN	Taser	Unreported	January 15, 2008	2008	
53.	Male	European-American/White	NV	Gunshot	Justified	January 16, 2008	2008	
45.	Male	European-American/White	NV	Gunshot	Justified	January 17, 2008	2008	
47.	Male	Unknown race	NY	Tasered	Unreported	January 18, 2008	2008	
23.	Male	African-American/Black	NY	Gunshot	Justified	January 25, 2008	2008	
39.	Male	Unknown race	PA	Gunshot	Justified	January 28, 2008	2008	
20.	Male	African-American/Black	CA	Gunshot	Justified	January 29, 2008	2008	
18.	Male	Unknown race	MD	Gunshot	Unreported	July 25, 2008	2008	
53.	Male	Unknown race	NH	Gunshot	Justified	July 26, 2008	2008	
25.	Male	Hispanic/Latino	MA	Gunshot	Justified	July 27, 2008	2008	
41.	Male	Unknown race	RI	Gunshot	Justified	July 28, 2008	2008	
37.	Male	Unknown race	AL	Vehicle	Justified	July 29, 2008	2008	
43.	Male	Unknown race	NY	Gunshot	Justified	July 29, 2008	2008	
24.	Male	Unknown race	NY	Beaten	Unreported	April 12, 2008	2008	
27.	Female	European-American/White	MT	Vehicle	Unreported	April 18, 2008	2008	
24.	Male	European-American/White	OH	Tasered	Unreported	April 19, 2008	2008	
26.	Male	Hispanic/Latino	CA	Gunshot	Justified	April 2, 2008	2008	
41.	Male	Unknown race	VT	Gunshot	Justified	April 22, 2008	2008	
65.	Male	European-American/White	MD	Gunshot	Justified	April 24, 2008	2008	
20.	Male	European-American/White	MA	Gunshot	Unreported	April 24, 2008	2008	
21.	Male	Hispanic/Latino	CA	Gunshot	Unknown	April 26, 2008	2008	
27.	Male	Hispanic/Latino	SC	Gunshot	Justified	April 27, 2008	2008	
65	Male	Unknown race	GA	Gunshot	Unknown	August 13, 2008	2008	
29	Male	Unknown race	ID	Gunshot	Justified	August 16, 2008	2008	
20.	Male	African-American/Black	NY	Gunshot	Unreported	August 2, 2008	2008	
30.	Male	European-American/White	NV	Gunshot	Suicide	August 24, 2008	2008	
29.	Male	European-American/White	ME	Gunshot	Justified	August 25, 2008	2008	
24.	Male	African-American/Black	NV	Gunshot	Justified	August 3, 2008	2008	
23.	Male	Unknown race	MA	medical emergency	Unreported	August 3, 2008	2008	
34.	Male	Unknown race	ME	Gunshot	Justified	August 4, 2008	2008	
19.	Male	African-American/Black	VA	Gunshot	Unreported	December 10, 2008	2008	
27.	Male	Unknown race	KS	Gunshot	Unreported	December 15, 2008	2008	
29.	Male	European-American/White	CA	Gunshot	Justified	December 16, 2008	2008	
31.	Male	Unknown race	KS	Gunshot	Justified	December 17, 2008	2008	
46.	Male		MT	Gunshot	Unreported	December 21, 2008	2008	
21.	Male	Unknown race	AZ	Gunshot	Unreported	December 23, 2008	2008	
39.	Male	European-American/White	MA	Gunshot	Justified	December 23, 2008	2008	
41.	Male	European-American/White	NY	Gunshot	Unreported	December 24, 2008	2008	
40.	Male	Unknown race	NY	Gunshot	Unreported	December 9, 2008	2008	
49.	Male	Unknown race	CA	Gunshot	Justified	February 1, 2008	2008	
30.	Male	Unknown race	RI	Gunshot	Unreported	February 12, 2008	2008	
42.	Female	European-American/White	NV	Gunshot	Jusified	February 12, 2008	2008	
22.	Male	Hispanic/Latino	CA	Gunshot	Justified	February 16, 2008	2008	
51.	Female	African-American/Black	CA	Gunshot	Unknown	February 16, 2008	2008	
39.	Male	European-American/White	OR	Gunshot	Justified	February 16, 2008	2008	
21.	Male	Unknown race	ME	Gunshot	Unknown	February 16, 2008	2008	
22.	Male	Unknown race	OR	Vehicle	Unreported	February 16, 2008	2008	
25.	Male	Hispanic/Latino	CT	Gunshot	Justified	February 2, 2008	2008	
22.	Male	Hispanic/Latino	CA	Gunshot	Justified	February 21, 2008	2008	
18.	Male	Unknown race	WA	Gunshot	Justified	July 30, 2008	2008	
22.	Male	European-American/White	MA	beaten	Unreported	June 17, 2008	2008	
25.	Male	Unknown race	MA	Gunshot	Unreported	November 5, 2008	2008	
38.	Male	European-American/White	DC	Gunshot	Unreported	November 6, 2008	2008	
24	Male	Unknown race	OH	Gunshot	Justified	March 1, 2008	2008	
38.	Male	African-American/Black	CA	Gunshot	Justified	March 1, 2008	2008	
21.	Male	Hispanic/Latino	CA	Gunshot	Justified	March 12, 2008	2008	
59.	Male	African-American/Black	AL	Gunshot	Unreported	October 12, 2008	2008	
33.	Male	Hispanic/Latino	CA	Gunshot	Justified	March 13, 2008	2008	
71.	Male	African-American/Black	CA	Gunshot	Unknown	March 14, 2008	2008	
24.	Male	European-American/White	CA	Gunshot	Justified	March 15, 2008	2008	
38.	Male	European-American/White	OR	Gunshot	Justified	June 26, 2008	2008	
21.	Male	European-American/White, Hispanic/Latino	NJ	Gunshot	Justified	June 26, 2008	2008	
37.	Male	Asian	NV	Gunshot	Jusified	March 16, 2008	2008	
15.	Male	Hispanic/Latino	CA	Gunshot	Justified	March 19, 2008	2008	
47.	Male	European-American/White	HI	Gunshot	Justified	March 19, 2008	2008	
17.	Male	African-American/Black	NC	Tasered	Unreported	March 20, 2008	2008	
40	Male	Unknown race	NM	Gunshot	Unknown	March 26, 2008	2008	
21.	Male	Middle Eastern	CA	Gunshot	Criminal	March 28, 2008	2008	
46.	Male	European-American/White	NY	Gunshot	Pigott was to be indicted for breaking protocol for ordering the Tazering	October 2, 2008	2008	
36.	Male	European-American/White	NV	Vehicle	Accident	March 3, 2008	2008	
22.	Male	Hispanic/Latino	NY	Gunshot	Unreported	October 22, 2008	2008	
15.	Male	Unknown race	NY	Gunshot	Justified	October 24, 2008	2008	
54.	Male	Unknown race	VA	Gunshot	Unknown	July 5, 2008	2008	
36.	Male	Unknown race	NY	Tasered	Unreported	March 3, 2008	2008	
24.	Male	African-American/Black	CA	Gunshot	Pending investigation	March 4, 2008	2008	
22.	Male	African-American/Black	NY	Gunshot	Unreported	October 26, 2008	2008	
21.	Male	African-American/Black	NY	Gunshot	Unreported	October 26, 2008	2008	
32.	Male	European-American/White	CT	Gunshot	Justified	March 8, 2008	2008	
40.	Male	Unknown race	ME	Gunshot	Justified	May 12, 2008	2008	
27.	Male	European-American/White	OR	Gunshot	Justified	May 13, 2008	2008	
20.	Male	African-American/Black	CA	Gunshot	Justified	October 29, 2008	2008	
43.	Male	Unknown race	OR	Gunshot	suicide	May 15, 2008	2008	
27.	Male	African-American/Black	CA	Gunshot	Justified, but victim's family won civil suit against Del Norte County	May 16, 2008	2008	
31.	Male	European-American/White	NV	Gunshot	Jusified	May 17, 2008	2008	
20.	Male	European-American/White	OR	Gunshot	Justified	June 30, 2008	2008	
51.	Male	Unknown race	OR	Gunshot	Justified	October 30, 2008	2008	
49	Male	Unknown race	ID	Gunshot	Justified	July 7, 2008	2008	
45.	Male	Unknown race	MA	Gunshot	Unreported	May 18, 2008	2008	
33.	Male	European-American/White	CT	Gunshot	Justified	May 18, 2008	2008	
35	Male	Unknown race	CA	Drug overdose	Excusable	October 31, 2008	2008	
28.	Male	Hispanic/Latino	OR	Gunshot	Justified	May 2, 2008	2008	
34.	Male	European-American/White	MA	Gunshot	Justified	May 27, 2008	2008	
31	Male	European-American/White	OH	Gunshot	Justified	May 28, 2008	2008	
48.	Male	Unknown race	ME	Gunshot	Justified	May 3, 2008	2008	
81	Male	European-American/White	NV	Paddy wagon	Justified	May 4, 2008	2008	
26	Male	African-American/Black	MO	Gunshot	Justified	May 8, 2008	2008	
46	Male	European-American/White	NV	Gunshot	Justified	November 10, 2008	2008	
46.	Male	Hispanic/Latino	NY	Gunshot	Justified	November 13, 2008	2008	
35	Male	European-American/White	OH	Gunshot	Justified	July 9, 2008	2008	
19	Male	African-American/Black	PA	Gunshot	Robin Fortune and Chauncey Ellison Sr. were each sentenced to 11 1/2 to 23 months in jail for reckless endangerment for their actions in the November 2008 killing.	November 17, 2008	2008	
30.	Male	Hispanic/Latino	NV	Gunshot	Justified	June 5, 2008	2008	
24.	Male	Hispanic/Latino	WA	Gunshot	Justified	November 18, 2008	2008	
42	Male	Unknown race	CA	Gunshot	Justified	September 1, 2008	2008	
30	Male	Hispanic/Latino	CA	Gunshot	Justified	September 11, 2008	2008	
55.	Male	Unknown race	MA	Gunshot	Justified	September 15, 2008	2008	
47.	Male	Hispanic/Latino	NY	Gunshot	Unreported	June 1, 2008	2008	
31.	Male	Asian	NV	Gunshot	Justified	September 2, 2008	2008	
35.	Male	Hispanic/Latino	NY	Tasered	Justified	September 24, 2008	2008	
58.	Male	Unknown race	DE	Gunshot	Unreported	June 11, 2008	2008	
54	Male	African-American/Black	MO	Gunshot	Unknown	September 7, 2008	2008	
35.	Male	African-American/Black	CT	Taser	Justified	June 7, 2008	2008	
43.	Male	Unknown race	MA	Gunshot	Unreported	June 14, 2008	2008	
52.	Male	Unknown race	DE	Gunshot	Unreported	June 7, 2008	2008	
51.	Male	European-American/White	NV	Gunshot	Suicide	October 4, 2009	2009	
21.	Male	Unknown race	NY	Gunshot	Unreported	October 7, 2009	2009	
52.	Male	Unknown race	OR	Gunshot	Justified	October 7, 2009	2009	
15.	Male	African-American/Black	IL	Gunshot	Accidental, officer suspended for 30 days	October 9, 2009	2009	
21.	Male	European-American/White	NC	Gunshot	Unreported	August 23, 2009	2009	
45.	Male	European-American/White	GA	Gunshot	Justified	September 10, 2009	2009	
47.	Male	Unknown race	MD	Gunshot	Unreported	August 24, 2009	2009	
23.	Male	African-American/Black	IL	Gunshots	Justified	August 24, 2009	2009	
32	Female	Unknown race	AZ	Gunshot	Unknown	September 19, 2009	2009	
36.	Male	Mixed	NV	Gunshot	Jusified	September 2, 2009	2009	
51.	Male	European-American/White	WA	Gunshot	Officer fired	June 10, 2009	2009	
56.	Male	Unknown race	TX	Gunshot	Justified	September 21, 2009	2009	
24.	Male	African-American/Black	WA	Gunshot	Unreported	September 24, 2009	2009	
32.	Female	African-American/Black	NY	Vehicle	Criminal	September 27, 2009	2009	
39.	Female	European-American/White	NY	Stabbed	Unreported	September 28, 2009	2009	
15.	Male	European-American/White	NV	Gunshot	Jusified	September 29, 2009	2009	
35.	Male	Unknown race	NY	Gunshot	Unreported	April 12, 2009	2009	
20.	Male	Hispanic/Latino	CA	Gunshot	Unreported	June 5, 2009	2009	
20.	Male	Unknown race	MA	Gunshot	Justified	August 3, 2009	2009	
30	Male	Hispanic/Latino	ID	Gunshot	Unknown	August 30, 2009	2009	
23.	Male	Unknown race	NY	Gunshot	Unreported	August 7, 2009	2009	
37.	Male	African-American/Black	WA	Gunshot	Justified	December 1, 2009	2009	
40.	Male	Unknown race	MD	Gunshot	Criminal	December 1, 2009	2009	
25.	Male	Unknown race	NY	Gunshot	Unreported	December 10, 2009	2009	
35.	Male	Hispanic/Latino	CA	Gunshot	Justified	December 11, 2009	2009	
39.	Male	European-American/White	MO	Tasered	Unreported	December 20, 2009	2009	
24.	Male	European-American/White	IL	Gunshot	Unreported	December 21, 2009	2009	
35.	Male	European-American/White	WA	Gunshot	Justified	December 21, 2009	2009	
29.	Male	Middle Eastern	FL	Gunshot	Justified	June 14, 2009	2009	
25.	Male	African-American/Black	DC	Gunshot	Unreported	June 8, 2009	2009	
29	Male	Unknown race	OH	Gunshot	Justified	December 23, 2009	2009	
28	Male	Unknown race	OH	Gunshot	Justified	April 15, 2009	2009	
28	Male	Unknown race	AR	Gunshot	Unknown	November 3, 2009	2009	
54.	Male	European-American/White	OR	Gunshot	Unreported	August 13, 2009	2009	
29	Male	European-American/White	NV	Asphyxiation	Excusable	November 4, 2009	2009	
32.	Male	European-American/White	MA	Gunshot	Justified	November 5, 2009	2009	
39.	Male	African-American/Black	IA	Gunshot	Justified	July 31, 2009	2009	
32.	Male	African-American/Black	NY	Gunshot	Justified	November 8, 2009	2009	
23	Male	European-American/White	NV	Gunshot	Justified	November 8, 2009	2009	
31.	Male	Unknown race	NM	Gunshot	Justified	October 1, 2009	2009	
19.	Male	African-American/Black	GA	Vehicle	Accidental	October 12, 2009	2009	
22.	Male	African-American/Black	GA	Vehicle	Accidental	October 12, 2009	2009	
23.	Male	African-American/Black	MA	Gunshot	Justified	June 28, 2009	2009	
68.	Male	Unknown race	OR	Gunshot	Justified	October 23, 2009	2009	
56.	Male	European-American/White	CT	Gunshot	Justified	October 24, 2009	2009	
49.	Male	Unknown race	MA	Gunshot	Unreported	October 25, 2009	2009	
53.	Male	African-American/Black	MI	Gunshot	Justified	October 28, 2009	2009	
37.	Female	Asian	CA	Gunshot	Unreported	April 10, 2009	2009	
16.	Male	African-American/Black	MI	Tasered	Unreported	April 10, 2009	2009	
30.	Male	Unknown race	MD	Gunshot	Unreported	June 29, 2009	2009	
17.	Male	African-American/Black	FL	Vehicle	Excusable	October 3, 2009	2009	
18.	Male	Mixed	CA	Gunshot	Unknown	December 3, 2009	2009	
47.	Male	Unknown race	CT	Taser	Unknown	December 30, 2009	2009	
20.	Male	European-American/White	CA	Gunshot	Justified	December 7, 2009	2009	
35.	Male	Hispanic/Latino	NV	Gunshot	Jusified	February 14, 2009	2009	
22.	Male	European-American/White	PA	Gunshot	Justified	February 14, 2009	2009	
61.	Male	African-American/Black	MD	Gunshot	Unreported	February 17, 2009	2009	
30.	Male	European-American/White	NV	Gunshot	Jusified	February 18, 2009	2009	
32.	Male	European-American/White	NV	Gunshot	Jusified	February 28, 2009	2009	
60	Female	European-American/White	NV	Gunshot	Justified	February 3, 2009	2009	
27.	Male	African-American/Black	GA	Gunshot	Justified	February 6, 2009	2009	
19.	Male	European-American/White	RI	Gunshot	Justified	February 8, 2009	2009	
19	Male	Hispanic/Latino	NM	Gunshot	Judge awarded 19-year-old Lopez遯ｶ蜀ｱ family a little more than $4.25 million.	February 8, 2009	2009	
28.	Male	African-American/Black	CT	Gunshot	Justified	June 8, 2009	2009	
48.	Male	Unknown race	PA	Gunshot	Justified	February 9, 2009	2009	
33.	Male	Unknown race	NY	Gunshot	Justified	April 13, 2009	2009	
22.	Male	African-American/Black	CA	Gunshot	Alameda County prosecutors charged Mehserle with murder for the shooting.	January 1, 2009	2009	
23.	Male	African-American/Black	NY	Gunshot	Justified	January 10, 2009	2009	
33.	Male	African-American/Black	WV	Gunshot	Justified	January 12, 2009	2009	
46.	Female	Unknown race	NY	Gunshot	Criminal	January 12, 2009	2009	
42.	Male	Unknown race	MA	Gunshot	Unreported	January 12, 2009	2009	
48	Male	Unknown race	CA	Gunshot	Justified	January 17, 2009	2009	
42.	Male	European-American/White	MT	Gunshot	Justified	January 17, 2009	2009	
18.	Male	African-American/Black	NV	Gunshot	Jusified	January 23, 2009	2009	
53.	Female	Unknown race	IL	Gunshot	Justified	January 24, 2009	2009	
36.	Male	African-American/Black	DC	Gunshot	Unreported	January 26, 2009	2009	
32.	Male	European-American/White	NV	Gunshot	Jusified	July 1, 2009	2009	
23.	Male	European-American/White	WA	Gunshot	Justified	July 10, 2009	2009	
22.	Male	European-American/White	OR	Gunshot	Justified	June 2, 2009	2009	
49.	Male	African-American/Black	NY	Gunshot	Unreported	July 11, 2009	2009	
22.	Male	African-American/Black	CA	Gunshot	Unreported	July 13, 2009	2009	
36.	Male	Mixed	CA	Gunshot	Unknown	July 15, 2009	2009	
15.	Male	African-American/Black	MA	Vehicle	Justified	July 16, 2009	2009	
24.	Male	European-American/White	NH	Gunshot	Unknown	July 18, 2009	2009	
32.	Male	African-American/Black	TN	Gunshot	Justified	July 18, 2009	2009	
24.	Male	European-American/White	MN	Gunshot	Justified	July 20, 2009	2009	
51	Female	Unknown race	GA	Gunshot	Unknown	July 21, 2009	2009	
75	Female	Unknown race	GA	Gunshot	Unknown	July 21, 2009	2009	
36.	Male	Unknown race	CT	Taser	Unknown	June 20, 2009	2009	
38.	Male	Unknown race	OR	Gunshot	Unreported	April 21, 2009	2009	
28.	Male	Hispanic/Latino	NY	Gunshot	Unreported	July 22, 2009	2009	
26.	Male	African-American/Black, Sudanese	IA	Gunshot	Justified	July 24, 2009	2009	
5.	Male	African-American/Black	NY	Vehicle	Unreported	July 28, 2009	2009	
48.	Male	European-American/White	NV	Gunshot	Jusified	March 11, 2009	2009	
33.	Male	European-American/White	PA	Gunshot	Unreported	March 15, 2009	2009	
36.	Male	African-American/Black	NY	Gunshot	Justified	April 22, 2009	2009	
22.	Male	European-American/White	WA	Gunshot	Justified	March 17, 2009	2009	
20	Male	European-American/White	ID	Gunshot	Justified	March 17, 2009	2009	
26.	Male	African-American/Black	CA	Gunshot	Justified	March 21, 2009	2009	
15.	Male	European-American/White	MI	Tasered	Unreported	March 22, 2009	2009	
50.	Male	Unknown race	NY	Gunshot	Unreported	March 31, 2009	2009	
68.	Male	European-American/White	OR	Gunshot	Justified	March 4, 2009	2009	
30	Male	Unknown race	MD	Gunshot	Justified	March 6, 2009	2009	
37.	Female	European-American/White	NY	Vehicle	Maldonado found guilty of second degree murder	April 27, 2009	2009	
57.	Male	Unknown race	WA	Gunshot	Unknown	April 27, 2009	2009	
56.	Male	Hispanic/Latino	NM	Gunshot	Justified	May 1, 2009	2009	
21.	Male	African-American/Black	NY	Gunshot	Unreported	May 10, 2009	2009	
50	Male	Native American/Alaskan	ID	Gunshot	Justified	May 18, 2009	2009	
66.	Male	Unknown race	OR	Gunshot	Unreported	May 21, 2009	2009	
22	Male	Unknown race	OH	Gunshot	Justified	May 22, 2009	2009	
25.	Male	African-American/Black	NY	Gunshot	Unreported	May 28, 2009	2009	
23.	Male	European-American/White	CA	Gunshot	Justified	May 28, 2009	2009	
53.	Male	European-American/White	WA	Gunshot	Unreported	May 30, 2009	2009	
33.	Male	Hispanic/Latino	CA	Gunshot	Unreported	May 31, 2009	2009	
48.	Female	Unknown race	NY	Gunshot	Unreported	April 8, 2009	2009	
31.	Male	Hispanic/Latino	NY	Gunshot	Unreported	August 1, 2009	2009	
49	Male	Hispanic/Latino	NV	Cocaine and ethanol intoxication, in combination with the fight	Excusable	November 1, 2009	2009	
25.	Male	African-American/Black	NY	Gunshot	Justified	August 1, 2009	2009	
46.	Male	Mixed	CA	Gunshot	Justified	August 1, 2009	2009	
37.	Male	Unknown race	MD	Gunshot	Unreported	November 11, 2009	2009	
52.	Male	European-American/White	VA	Gunshot	No charges, but officer fired for improper use of deadly force	November 13, 2009	2009	
18	Male	Unknown race	GA	Gunshot	Unknown	November 14, 2009	2009	
43.	Male	African-American/Black	NY	Tasered	Unreported	November 14, 2009	2009	
43.	Male	African-American/Black	NY	Gunshot	Unreported	November 15, 2009	2009	
30.	Male	European-American/White	MI	Tasered	Justified	November 16, 2009	2009	
30	Male	European-American/White	GA	Gunshot	Unknown	November 17, 2009	2009	
42.	Male	African-American/Black	MA	Gunshot	Unreported	August 11, 2009	2009	
28.	Male	Unknown race	OR	Gunshot	Unreported	November 21, 2009	2009	
18.	Male	African-American/Black	NY	Gunshot	Unreported	November 21, 2009	2009	
53.	Male	Unknown race	SC	Tasered	Unreported	August 12, 2009	2009	
36.	Male	Hispanic/Latino	FL	Gunshot	Unreported	November 25, 2009	2009	
45.	Male	European-American/White	MA	beaten	Unreported	November 25, 2009	2009	
30.	Male	European-American/White	WA	Gunshot	Justified	September 11, 2010	2010	
22.	Male	European-American/White	NV	Gunshot	Suicide	September 12, 2010	2010	
45.	Male	European-American/White	UT	Gunshot	Justified	September 16, 2010	2010	
23.	Male	European-American/White	CA	Gunshot	Unreported	October 5, 2010	2010	
29.	Male	Hispanic/Latino	AZ	Gunshot	Criminal	October 5, 2010	2010	
18.	Male	Hispanic/Latino	TX	Gunshot	Justified	October 5, 2010	2010	
56.	Male	African-American/Black	CO	Medical emergency	Justified	July 9, 2010	2010	
36.	Male	European-American/White	CT	Gunshot	Justified	October 8, 2010	2010	
51.	Male	European-American/White	OH	Gunshot	Justified	September 18, 2010	2010	
43	Male	Unknown race	NM	Gunshot	Justified	June 10, 2010	2010	
74.	Male	European-American/White	WA	Gunshot	Unreported	August 25, 2010	2010	
21.	Male	Hispanic/Latino	NV	Taser	Unknown	August 25, 2010	2010	
11.	Female	Hispanic/Latino	NY	Medical emergency	Unreported	August 27, 2010	2010	
38.	Male	European-American/White	NV	Gunshot	Justified	August 27, 2010	2010	
21.	Male	African-American/Black	NV	Gunshot	Jusified	June 11, 2010	2010	
40	Male	European-American/White	NV	Gunshot	Justified	August 27, 2010	2010	
38	Male	Unknown race	NM	Gunshot	Justified	August 17, 2010	2010	
56	Male	Unknown race	NM	Gunshot	Justified	October 19, 2010	2010	
61	Male	Unknown race	NV	Gunshot	Unknown	October 20, 2010	2010	
21	Male	Unknown race	NV	Vehicle	Unknown	July 5, 2010	2010	
50.	Male	European-American/White	WA	Gunshot	Justified	October 24, 2010	2010	
40.	Male	Unknown race	Washington	Gunshot	Suicide	October 26, 2010	2010	
43.	Male	European-American/White	WA	Gunshot	Unreported	October 26, 2010	2010	
36.	Male	African-American/Black	VT	Gunshot	Justified	October 28, 2010	2010	
53	Male	African-American/Black	GA	Gunshot	Justified	October 29, 2010	2010	
24.	Male	Unknown race	NY	Gunshot	Unreported	October 3, 2010	2010	
24.	Male	European-American/White	OR	Tasered	Unreported	April 10, 2010	2010	
63.	Male	European-American/White	WA	Gunshot	Unknown	October 30, 2010	2010	
39.	Male	European-American/White	MO	Gunshot	Unreported	October 30, 2010	2010	
37	Male	Unknown race	NM	Gunshot	Justified	October 31, 2010	2010	
87.	Female	European-American/White	OR	Tasered	Unreported	July 8, 2010	2010	
37.	Male	European-American/White	ME	Gunshot	Justified	July 8, 2010	2010	
28.	Male	African-American/Black	LA	Tasered	Unreported	October 4, 2010	2010	
36.	Male	Unknown race	CA	Gunshot	Unreported	August 21, 2010	2010	
28.	Male	European-American/White	UT	Gunshot	Justified	August 27, 2010	2010	
64.	Male	Unknown race	WA	Gunshot	Justified	September 3, 2010	2010	
21	Male	Unknown race	OH	Gunshot	Justified	September 30, 2010	2010	
37.	Male	Unknown race	CA	Gunshot	Unreported	September 5, 2010	2010	
22.	Male	Unknown race	GA	Gunshot	Unknown	September 6, 2010	2010	
22	Male	European-American/White	WA	Gunshot	Justified	September 7, 2010	2010	
50.	Male	Native American/Alaskan	WA	Gunshot	Unjustified	August 30, 2010	2010	
23.	Male	Unknown race	WA	Gunshot	Unreported	August 31, 2010	2010	
17.	Male	European-American/White	MN	Gunshot	Justified	August 5, 2010	2010	
31.	Male	Hispanic/Latino	NY	Asphyxiated	Unreported	August 6, 2010	2010	
21.	Male	Unknown race	NY	Gunshot	Justified	August 8, 2010	2010	
39.	Male	Unknown race	SC	Tasered	Unreported	August 9, 2010	2010	
61.	Male	European-American/White	TN	Gunshot	Unreported	December 1, 2010	2010	
34.	Male	African-American/Black	CA	Gunshot	Justified	December 11, 2010	2010	
44.	Male	Unknown race	NV	Tasered	Unreported	December 11, 2010	2010	
35.	Male	European-American/White	CA	Gunshot	Justified, but found liable in federal court	December 12, 2010	2010	
45.	Male	European-American/White	OR	Gunshot	justified	December 17, 2010	2010	
19.	Male	Mixed	CA	Gunshot	Unknown	December 20, 2010	2010	
21.	Male	European-American/White	NY	Gunshot	Unreported	December 22, 2010	2010	
42	Male	Unknown race	NM	Gunshot	Justified	June 14, 2010	2010	
35.	Male	European-American/White	TX	Gunshot	Justified	December 23, 2010	2010	
45.	Male	European-American/White	NC	Gunshot	Justified	December 24, 2010	2010	
57.	Male	European-American/White	MA	Gunshot	Justified	December 26, 2010	2010	
58.	Male	European-American/White	ME	Gunshot	Justified	June 15, 2010	2010	
34.	Male	European-American/White	WA	Gunshot	Justified	December 4, 2010	2010	
35.	Male	Unknown race	NE	Gunshot	Justified	December 6, 2010	2010	
44.	Male	Unknown race	OR	Vehicle	Unreported	December 8, 2010	2010	
27.	Male	Unknown race	NY	Gunshot	Unreported	February 1, 2010	2010	
47.	Female	European-American/White	OR	Gunshot	Criminal	February 12, 2010	2010	
53.	Female	European-American/White	OR	Gunshot	Criminal	February 12, 2010	2010	
53.	Female	European-American/White	OR	Gunshot	Criminal	February 12, 2010	2010	
31.	Male	European-American/White	OR	Vehicle	Unreported	February 14, 2010	2010	
37.	Male	African-American/Black	NY	Gunshot	Justified	February 16, 2010	2010	
39.	Male	European-American/White	NH	Gunshot	Justified	February 2, 2010	2010	
27.	Male	Unknown race	NY	Gunshot	Unreported	February 21, 2010	2010	
29.	Male	African-American/Black	NY	Gunshot	Justified	February 23, 2010	2010	
29.	Male	European-American/White	MI	Gunshot	Justified	February 27, 2010	2010	
40.	Male	Unknown race	DE	Taser	Unreported	November 4, 2010	2010	
51.	Male	Asian	OR	Gunshot	Unreported	June 17, 2010	2010	
24.	Male	European-American/White	NV	Gunshot/suicide	Justified	February 8, 2010	2010	
26.	Male	European-American/White	NV	Gunshot	Justified	November 6, 2010	2010	
25.	Male	European-American/White	NM	Gunshot	Unknown	January 13, 2010	2010	
25.	Male	European-American/White	NE	Gunshot	Justified	January 15, 2010	2010	
36.	Male	Unknown race	VA	Tasered	Unreported	January 17, 2010	2010	
36.	Male	European-American/White, Unknown race	MT	Gunshot	Justified	January 2, 2010	2010	
21.	Male	Mixed	CA	Gunshot	Justified	January 20, 2010	2010	
46.	Male	African-American/Black	NJ	Gunshot	Justified	January 21, 2010	2010	
25.	Male	African-American/Black	OR	Shooting	Justified	January 29, 2010	2010	
66.	Male	African-American/Black	NV	Gunshot	Jusified	January 4, 2010	2010	
32	Male	European-American/White	NM	Gunshot	Justified	January 9, 2010	2010	
38.	Male	European-American/White	NV	Gunshot	Justified	July 10, 2010	2010	
32.	Male	African-American/Black	KS	Gunshot	Justified	November 6, 2010	2010	
61.	Male	Hispanic/Latino/Latino	CT	Taser	Justified	July 12, 2010	2010	
49.	Male	Mixed	CA	Gunshot	Unknown	July 17, 2010	2010	
48.	Male	African-American/Black	TN	Gunshot	Stipulated Dismissal	July 18, 2010	2010	
31.	Male	European-American/White	OR	Gunshot	Justified	June 20, 2010	2010	
16.	Male	African-American/Black	CA	Gunshot	Justified	July 22, 2010	2010	
33.	Female	European-American/White	MA	Gunshot	Unreported	July 23, 2010	2010	
